id;name;animation_time_0;animation_time_1;animation_time_2;animation_time_3;animation_time_4;animation_time_5;animation_time_6;animation_time_7;animation_time_8;height;model_height;km_buddy_distance;weight;model_scale;max_cp;cylinder_ground;cylinder_radius;disk_radius;jhi_key;cinematic_moves_id;base_attack;base_defense;base_stamina
361;Claydol;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;21.5;1.35;787;0.5;;;;BALTOY;;77;124;120
362;Lileep;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.35;3;108;0.88;1971;1;;;;CLAYDOL;;140;229;155
363;Cradily;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;0.92;3;23.8;1.04;1291;0.8;;;;LILEEP;;105;150;165
364;Anorith;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.45;3;60.4;0.85;2211;0.9;;;;CRADILY;;152;194;200
365;Armaldo;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;3;12.5;1.17;1529;0.6;;;;ANORITH;;176;100;128
366;Feebas;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.38;3;68.2;0.87;2848;1;;;;ARMALDO;;222;174;181
367;Milotic;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;5;7.4;1.25;274;0.5;;;;FEEBAS;;29;85;85
368;Castform;1.3333;0.6667;1.6667;2;0;2;3;3;6.2;2.3;5;162;0.7;3005;1.3;;;;MILOTIC;;192;219;216
369;Castform Rainy;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.35;5;0.8;1.57;1632;0.4;;;;CASTFORM;;139;139;172
370;Castform Snowy;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.35;5;0.8;1.57;1632;0.4;;;;CASTFORM_RAINY;;139;139;172
371;Castform Sunny;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.35;5;0.8;1.57;1632;0.4;;;;CASTFORM_SNOWY;;139;139;172
372;Kecleon;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.35;5;0.8;1.57;1632;0.4;;;;CASTFORM_SUNNY;;139;139;172
373;Shuppet;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;0.95;5;22;1.02;2047;0.6;;;;KECLEON;;161;189;155
374;Banette;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.64;3;2.3;1.21;1018;0.5;;;;SHUPPET;;138;65;127
375;Duskull;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.08;3;12.5;0.97;2298;0.7;;;;BANETTE;;218;126;162
376;Dusclops;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8;3;15;1.1;706;0.7;;;;DUSKULL;;70;162;85
377;Tropius;1.3333;0.6667;1.6667;2;0;2;3;3;1.6;1.55;3;30.6;0.83;1591;1.2;;;;DUSCLOPS;;124;234;120
378;Chimecho;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;3.09;5;100;0.62;1941;1.8;;;;TROPIUS;;136;163;223
379;Absol;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.58;5;1;1.26;2259;0.3;;;;CHIMECHO;;175;170;181
380;Wynaut;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.3043479;5;47;1;2526;1;;;;ABSOL;;246;120;163
381;Snorunt;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.59583336;3;14;1.1;534;0.5;;;;WYNAUT;;41;86;216
382;Glalie;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.6581197;3;16.8;1.1;888;0.5;;;;SNORUNT;;95;95;137
383;Spheal;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;3;256.5;0.84;2105;1;;;;GLALIE;;162;162;190
384;Sealeo;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8;3;39.5;1.1;962;0.8;;;;SPHEAL;;95;90;172
385;Walrein;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;0.84705883;3;87.6;0.9;1714;1;;;;SEALEO;;137;132;207
386;Clamperl;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.3876405;3;150.6;0.95;2726;1.2;;;;WALREIN;;182;176;242
387;Huntail;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;52.5;1.48;1270;0.5;;;;CLAMPERL;;133;135;111
388;Gorebyss;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;2.1465116;3;27;1.3;2340;0.8;;;;HUNTAIL;;197;179;146
389;Relicanth;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;2.009091;3;22.6;1.3;2494;0.9;;;;GOREBYSS;;211;179;146
390;Luvdisc;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;0.92;5;23.4;1.04;2528;1;;;;RELICANTH;;162;203;225
391;Bagon;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;8.7;1.25;848;0.6;;;;LUVDISC;;81;128;125
392;Shelgon;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.65;5;42.1;1.2;1156;0.7;;;;BAGON;;134;93;128
393;Salamence;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.1;5;110.5;0.96;2031;0.8;;;;SHELGON;;172;155;163
394;Beldum;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.6;5;102.6;0.82;3749;1.7;;;;SALAMENCE;;277;168;216
395;Metang;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.61;5;95.2;1.33;976;0.5;;;;BELDUM;;96;132;120
396;Metagross;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.53;5;202.5;0.83;1721;1.3;;;;METANG;;138;176;155
397;Regirock;1.3333;0.6667;1.6667;2;0;2;3;3;1.6;2.6;5;550;0.66;3791;2;;;;METAGROSS;;257;228;190
398;Regice;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.7;20;230;0.8;3122;1.5;;;;REGIROCK;;179;309;190
399;Registeel;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;1.8;20;175;0.78;3122;1.5;;;;REGICE;;179;309;190
400;Latias;1.3333;0.6667;1.6667;2;0;2;3;3;1.91;1.5;20;205;0.6;2447;1.5;;;;REGISTEEL;;143;285;190
401;Latios;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.5225806;20;40;1.2;3510;0.8;;;;LATIAS;;228;246;190
402;Kyogre;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;1.92;20;60;0.76;3812;1.2;;;;LATIOS;;268;212;190
403;Groudon;1.3333;0.6667;1.6667;2;0;2;3;3;4.5;1;20;352;0.56;4115;5;;;;KYOGRE;;270;228;205
404;Rayquaza;1.3333;0.6667;1.6667;2;0;2;3;3;3.51;3;20;950;0.56;4115;2.5;;;;GROUDON;;270;228;205
405;Jirachi;1.3333;0.6667;1.6667;2;0;2;3;3;7.01;3.76;20;206.5;0.57;3835;2;;;;RAYQUAZA;;284;170;213
406;Deoxys;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.3;20;1.1;1.68;3265;0.3;;;;JIRACHI;;210;210;225
407;Deoxys Attack;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.55;20;60.8;0.83;3160;1;;;;DEOXYS;;345;115;137
408;Deoxys Defense;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.55;20;60.8;0.83;2580;1;;;;DEOXYS_ATTACK;;414;46;137
409;Deoxys Speed;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.55;20;60.8;0.83;2274;1;;;;DEOXYS_DEFENSE;;144;330;137
410;Turtwig;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.55;20;60.8;0.83;2879;1;;;;DEOXYS_SPEED;;230;218;137
411;Grotle;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;3;10.2;1.26;1187;0.25;;;;TURTWIG;;119;110;146
412;Torterra;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.1;1.1;3;97;1.26;1890;0.7;;;;GROTLE;;157;143;181
413;Chimchar;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2.2;2.2;3;310;1.26;2934;1;;;;TORTERRA;;202;188;216
414;Monferno;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.48;3;6.2;1.26;957;0.1;;;;CHIMCHAR;;113;86;127
415;Infernape;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;3;22;1.26;1574;0.252;;;;MONFERNO;;158;105;162
416;Piplup;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.28;3;55;1.26;2683;0.4;;;;INFERNAPE;;222;151;183
417;Prinplup;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;3;5.2;1.26;1075;0.18;;;;PIPLUP;;112;102;142
418;Empoleon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.8;0.8;3;23;1.26;1701;0.252;;;;PRINPLUP;;150;139;162
419;Starly;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.7;1.7;3;84.5;1.26;2900;0.4;;;;EMPOLEON;;210;186;197
420;Staravia;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.32;1;2;1.26;719;0.18;;;;STARLY;;101;58;120
421;Staraptor;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.6;0.97;1;15.5;1.26;1299;0.252;;;;STARAVIA;;142;94;146
422;Bidoof;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;2.34;1;24.9;1.26;2825;0.5;;;;STARAPTOR;;234;140;198
423;Bibarel;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;20;1.26;721;0.252;;;;BIDOOF;;80;73;153
424;Kricketot;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1;1;31.5;1.26;1823;0.5;;;;BIBAREL;;162;119;188
425;Kricketune;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.31;1;2.2;1.26;401;0.1;;;;KRICKETOT;;45;74;114
426;Shinx;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1;1;25.5;1.26;1653;0.2;;;;KRICKETUNE;;160;100;184
427;Luxio;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;5;9.5;1.26;876;0.252;;;;SHINX;;117;64;128
428;Luxray;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;5;30.5;1.26;1486;0.45;;;;LUXIO;;159;95;155
429;Budew;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.4;1.4;5;42;1.26;2888;0.65;;;;LUXRAY;;232;156;190
430;Roserade;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.2;3;1.2;1.26;856;0.189;;;;BUDEW;;91;109;120
431;Cranidos;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;3;14.5;1.26;2971;0.18;;;;ROSERADE;;243;185;155
432;Rampardos;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.8;1;31.5;1.26;1820;0.5;;;;CRANIDOS;;218;71;167
433;Shieldon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.6;1.43;5;102.5;1.26;3298;0.8;;;;RAMPARDOS;;295;109;219
434;Bastiodon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;5;57;1.26;890;0.35;;;;SHIELDON;;76;195;102
435;Burmy;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.3;1.3;5;149.5;1.26;1539;0.98;;;;BASTIODON;;94;286;155
436;Wormadam;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.34;5;3.4;1.26;488;0.252;;;;BURMY;;53;83;120
437;Wormadam Plant;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;6.5;1.26;1773;0.252;;;;WORMADAM;;141;180;155
438;Wormadam Sandy;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;6.5;1.26;1773;0.252;;;;WORMADAM_PLANT;;141;180;155
439;Wormadam Trash;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;6.5;1.26;1773;0.252;;;;WORMADAM_SANDY;;141;180;155
440;Mothim;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;6.5;1.26;1593;0.252;;;;WORMADAM_TRASH;;127;175;155
441;Combee;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;1;23.3;1.26;1815;0.252;;;;MOTHIM;;185;98;172
442;Vespiquen;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;3;5.5;1.26;494;0.17;;;;COMBEE;;59;83;102
443;Pachirisu;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.27;3;38.5;1.26;2005;0.6;;;;VESPIQUEN;;149;190;172
444;Buizel;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;5;3.9;1.26;1213;0.252;;;;PACHIRISU;;94;172;155
445;Floatzel;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.7;0.7;3;29.5;1.26;1054;0.252;;;;BUIZEL;;132;67;146
446;Cherubi;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.1;1.1;3;33.5;1.26;2443;0.32;;;;FLOATZEL;;221;114;198
447;Cherrim;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;3;3.3;1.26;950;0.2;;;;CHERUBI;;108;92;128
448;Cherrim Overcast;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;3;9.3;1.26;2048;0.2;;;;CHERRIM;;170;153;172
449;Cherrim Sunny;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.51;3;9.3;1.26;2048;0.252;;;;CHERRIM_OVERCAST;;170;153;172
450;Shellos;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;3;9.3;1.26;2048;0.252;;;;CHERRIM_SUNNY;;170;153;172
451;Shellos East Sea;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;5;6.3;1.26;1136;0.252;;;;SHELLOS;;103;105;183
452;Shellos West Sea;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;5;6.3;1.26;1136;0.252;;;;SHELLOS_EAST_SEA;;103;105;183
453;Gastrodon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;5;6.3;1.26;1136;0.252;;;;SHELLOS_WEST_SEA;;103;105;183
454;Gastrodon East Sea;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;5;29.9;1.26;2324;0.252;;;;GASTRODON;;169;143;244
455;Gastrodon West Sea;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;5;29.9;1.26;2324;0.252;;;;GASTRODON_EAST_SEA;;169;143;244
456;Ambipom;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;5;29.9;1.26;2324;0.252;;;;GASTRODON_WEST_SEA;;169;143;244
457;Drifloon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.27;1;20.3;1.26;2418;0.252;;;;AMBIPOM;;205;143;181
458;Drifblim;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.76;5;1.2;1.26;1197;0.75;;;;DRIFLOON;;117;80;207
459;Buneary;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.66;5;15;1.26;2382;0.45;;;;DRIFBLIM;;180;102;312
460;Lopunny;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;3;5.5;1.26;1258;0.15;;;;BUNEARY;;130;105;146
461;Mismagius;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.13;3;33.3;1.26;2059;0.252;;;;LOPUNNY;;156;194;163
462;Honchkrow;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;1;4.4;1.26;2615;0.252;;;;MISMAGIUS;;211;187;155
463;Glameow;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;1.65;3;27.3;1.26;2711;0.55;;;;HONCHKROW;;243;103;225
464;Purugly;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;3;3.9;1.26;934;0.252;;;;GLAMEOW;;109;82;135
465;Chingling;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1;3;43.8;1.26;1953;0.5;;;;PURUGLY;;172;133;174
466;Stunky;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.3;1;0.6;1.26;1005;0.15;;;;CHINGLING;;114;94;128
467;Skuntank;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.7;3;19.2;1.26;1151;0.43;;;;STUNKY;;121;90;160
468;Bronzor;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1;3;38;1.26;2358;0.7;;;;SKUNTANK;;184;132;230
469;Bronzong;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;3;60.5;1.26;603;0.2;;;;BRONZOR;;43;154;149
470;Bonsly;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.3;1.3;3;187;1.26;2239;0.5;;;;BRONZONG;;161;213;167
471;Mime Jr;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;1;15;1.26;1302;0.252;;;;BONSLY;;124;133;137
472;Happiny;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.6;0.88;1;13;1.26;1095;0.252;;;;MIME_JR;;125;142;85
473;Chatot;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.6;0.6;5;24.4;1.26;371;0.252;;;;HAPPINY;;25;77;225
474;Spiritomb;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.5;0.5;5;1.9;1.26;1791;0.65;;;;CHATOT;;183;91;183
475;Gible;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1.43;5;108;1.26;2072;0.5;;;;SPIRITOMB;;169;199;137
476;Gabite;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.7;0.72;5;20.5;1.26;1112;0.35;;;;GIBLE;;124;84;151
477;Garchomp;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.4;1.3;5;56;1.26;1874;0.55;;;;GABITE;;172;125;169
478;Munchlax;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.9;1.95;5;95;1.26;3962;0.9;;;;GARCHOMP;;261;193;239
479;Riolu;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.6;0.6;5;105;1.26;1892;0.252;;;;MUNCHLAX;;137;117;286
480;Lucario;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.7;0.7;5;20.2;1.26;993;0.18;;;;RIOLU;;127;78;120
481;Hippopotas;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.25;5;54;1.26;2703;0.252;;;;LUCARIO;;236;144;172
482;Hippowdon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.8;1.3;1;49.5;1.26;1358;0.252;;;;HIPPOPOTAS;;124;118;169
483;Skorupi;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2;3.8;1;300;1.26;3085;0.252;;;;HIPPOWDON;;201;191;239
484;Drapion;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.8;0.8;5;12;1.26;1009;0.4;;;;SKORUPI;;93;151;120
485;Croagunk;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.3;1.2;5;61.5;1.26;2453;1.4;;;;DRAPION;;180;202;172
486;Toxicroak;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.7;0.6;3;23;1.26;952;0.252;;;;CROAGUNK;;116;76;134
487;Carnivine;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.3;1.2;3;44.4;1.26;2488;0.7;;;;TOXICROAK;;211;133;195
488;Finneon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.4;1.44;5;27;1.26;2159;0.6;;;;CARNIVINE;;187;136;179
489;Lumineon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.4;3;7;1.26;971;0.2;;;;FINNEON;;96;116;135
490;Mantyke;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.2;3;24;1.26;1814;0.252;;;;LUMINEON;;142;170;170
491;Snover;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;0.92;3;65;1.26;1248;0.252;;;;MANTYKE;;105;179;128
492;Abomasnow;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;1;3;50.5;1.26;1159;0.252;;;;SNOVER;;115;105;155
493;Weavile;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2.2;2.17;3;135.5;1.26;2362;1.6;;;;ABOMASNOW;;178;158;207
494;Magnezone;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.1;1.01;3;34;1.26;3005;0.4;;;;WEAVILE;;243;171;172
495;Lickilicky;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.2;1.56;3;180;1.26;3205;1;;;;MAGNEZONE;;238;205;172
496;Rhyperior;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.7;1.7;3;140;1.26;2467;0.7;;;;LICKILICKY;;161;181;242
497;Tangrowth;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2.4;2.7;3;282.8;1.26;3733;1.6;;;;RHYPERIOR;;241;190;251
498;Electivire;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2;2.05;3;128.6;1.26;3030;0.252;;;;TANGROWTH;;207;184;225
499;Magmortar;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.8;1.75;3;138.6;1.26;3079;1;;;;ELECTIVIRE;;249;163;181
500;Togekiss;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.6;1.75;3;68;1;3132;1;;;;MAGMORTAR;;247;172;181
501;Yanmega;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.5;1.25;3;38;1.26;3332;1;;;;TOGEKISS;;225;217;198
502;Leafeon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.9;1.8;3;51.5;1.26;2946;0.252;;;;YANMEGA;;231;156;200
503;Glaceon;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1;0.91;3;25.5;1.26;2944;0.4;;;;LEAFEON;;216;219;163
504;Gliscor;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.8;0.8;3;25.9;1.26;3126;0.4;;;;GLACEON;;238;205;163
505;Mamoswine;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2;1.57;3;42.5;1.26;2692;0.65;;;;GLISCOR;;185;222;181
506;Porygon Z;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2.5;3.82;1;291;1.26;3328;1.5;;;;MAMOSWINE;;247;146;242
507;Gallade;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.9;0.9;3;34;1.26;3266;0.4;;;;PORYGON_Z;;264;150;198
508;Probopass;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.6;1.8;5;52;1.26;3093;0.3;;;;GALLADE;;237;195;169
509;Dusknoir;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.4;1.4;3;340;1.26;2080;0.8;;;;PROBOPASS;;135;275;155
510;Froslass;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;2.2;2.2;3;106.6;1.26;2388;0.252;;;;DUSKNOIR;;180;254;128
511;Rotom;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.3;1.37;3;26.6;1.26;2040;0.35;;;;FROSLASS;;171;150;172
512;Rotom Fan;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.27;5;0.3;1.26;2031;0.252;;;;ROTOM;;185;159;137
513;Rotom Frost;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;5;0.3;1.26;2579;0.252;;;;ROTOM_FAN;;204;219;137
514;Rotom Heat;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.39;5;0.3;1.26;2579;0.252;;;;ROTOM_FROST;;204;219;137
515;Rotom Mow;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.27;5;0.3;1.26;2579;0.252;;;;ROTOM_HEAT;;204;219;137
516;Rotom Wash;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;5;0.3;1.26;2579;0.252;;;;ROTOM_MOW;;204;219;137
517;Uxie;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.35;5;0.3;1.26;2579;0.252;;;;ROTOM_WASH;;204;219;137
518;Mesprit;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;20;0.3;1.26;2524;0.1;;;;UXIE;;156;270;181
519;Azelf;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;20;0.3;1.26;3058;0.14;;;;MESPRIT;;212;212;190
520;Dialga;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.3;20;0.3;1.26;3210;0.1;;;;AZELF;;270;151;181
521;Palkia;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;5.4;5.6;20;683;1.26;4038;2;;;;DIALGA;;275;211;205
522;Heatran;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;4.2;3.68;20;336;1.26;3991;2;;;;PALKIA;;280;215;189
523;Regigigas;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.7;2.36;20;430;1.26;3754;2;;;;HEATRAN;;251;213;209
524;Giratina;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;3.7;3.24;20;420;1.26;4346;1.5;;;;REGIGIGAS;;287;210;221
525;Giratina Altered;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;4.5;5.8;20;750;1.26;3379;2.5;;;;GIRATINA;;187;225;284
526;Giratina Origin;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;4.5;5.38;20;750;1.26;3379;1.5;;;;GIRATINA_ALTERED;;187;225;284
527;Cresselia;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;4.5;5.8;20;750;1.26;3683;0.252;;;;GIRATINA_ORIGIN;;225;187;284
528;Phione;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.5;1.5;20;85.6;1.26;2857;0.6;;;;CRESSELIA;;152;258;260
529;Manaphy;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.4;0.36;20;3.1;1.26;2105;0.18;;;;PHIONE;;162;162;190
530;Darkrai;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.3;0.35;20;1.4;1.26;3265;0.252;;;;MANAPHY;;210;210;225
531;Shaymin;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;1.5;1.66;20;50.5;1.26;3739;0.4;;;;DARKRAI;;285;198;172
532;Shaymin Land;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.39;20;2.1;1.26;3265;0.12;;;;SHAYMIN;;210;210;225
533;Shaymin Sky;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.3;20;2.1;1.26;3265;0.252;;;;SHAYMIN_LAND;;210;210;225
534;Arceus;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;0.2;0.39;20;2.1;1.26;3592;0.252;;;;SHAYMIN_SKY;;261;166;225
535;Arceus Bug;1.9;0.6667;1.8;1.7667;0;2.4;0.8667;0;3.2;3.3;20;320;1.26;3989;0.252;;;;ARCEUS;;238;238;237
